id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
TOE-9-002,TOEIC Core,Computers,Word,Basic,allocate,,noun,nghĩa tiếng Việt của 'allocate' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,allocate document; allocate process; allocate requirement,The company reviewed the allocate before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'allocate' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-003,TOEIC Core,Computers,Word,Basic,compatible,,noun,nghĩa tiếng Việt của 'compatible' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,compatible document; compatible process; compatible requirement,The company reviewed the compatible before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'compatible' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-004,TOEIC Core,Computers,Word,Basic,delete,,noun,nghĩa tiếng Việt của 'delete' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,delete document; delete process; delete requirement,The company reviewed the delete before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'delete' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-005,TOEIC Core,Computers,Word,Basic,display,,noun,nghĩa tiếng Việt của 'display' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,display document; display process; display requirement,The company reviewed the display before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'display' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-006,TOEIC Core,Computers,Word,Basic,duplicate,,noun,nghĩa tiếng Việt của 'duplicate' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,duplicate document; duplicate process; duplicate requirement,The company reviewed the duplicate before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'duplicate' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-007,TOEIC Core,Computers,Word,Basic,failure,,noun,nghĩa tiếng Việt của 'failure' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,failure document; failure process; failure requirement,The company reviewed the failure before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'failure' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-008,TOEIC Core,Computers,Phrase,Basic,figure out,,phrase,nghĩa tiếng Việt của 'figure out' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,figure out document; figure out process; figure out requirement,The company reviewed the figure out before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'figure out' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-009,TOEIC Core,Computers,Word,Basic,ignore,,noun,nghĩa tiếng Việt của 'ignore' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,ignore document; ignore process; ignore requirement,The company reviewed the ignore before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'ignore' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-010,TOEIC Core,Computers,Word,Basic,search,,noun,nghĩa tiếng Việt của 'search' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,search document; search process; search requirement,The company reviewed the search before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'search' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-011,TOEIC Core,Computers,Phrase,Basic,shut down,,phrase,nghĩa tiếng Việt của 'shut down' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,shut down document; shut down process; shut down requirement,The company reviewed the shut down before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'shut down' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-9-012,TOEIC Core,Computers,Word,Basic,warning,,noun,nghĩa tiếng Việt của 'warning' trong chủ đề Computers,A TOEIC workplace term commonly used in computers contexts.,,warning document; warning process; warning requirement,The company reviewed the warning before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'warning' in a short answer about computers.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, computers",New
TOE-17-001,TOEIC Core,Office Technology,Word,Basic,affordable,,noun,nghĩa tiếng Việt của 'affordable' trong chủ đề Office Technology,A TOEIC workplace term commonly used in office technology contexts.,,affordable document; affordable process; affordable requirement,The company reviewed the affordable before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'affordable' in a short answer about office technology.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, office-technology",New
TOE-17-002,TOEIC Core,Office Technology,Phrase,Basic,as needed,,phrase,nghĩa tiếng Việt của 'as needed' trong chủ đề Office Technology,A TOEIC workplace term commonly used in office technology contexts.,,as needed document; as needed process; as needed requirement,The company reviewed the as needed before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'as needed' in a short answer about office technology.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, office-technology",New
TOE-17-003,TOEIC Core,Office Technology,Phrase,Basic,be in charge of,,phrase,nghĩa tiếng Việt của 'be in charge of' trong chủ đề Office Technology,A TOEIC workplace term commonly used in office technology contexts.,,be in charge of document; be in charge of process; be in charge of requirement,The company reviewed the be in charge of before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'be in charge of' in a short answer about office technology.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, office-technology",New
